X1,X2,X3,X4,X5,LABEL,TYPE,CLUSTER
389.91786018013954,373.83911019739594,165.23241946316801,137.76610811256296,264.7646937940491,MIN,BORDER,1
529.9178601801395,418.28355464184034,147.63241946316802,182.66406729623642,184.76469379404904,MIN,BORDER,1
479.91786018013954,329.3946657529514,156.43241946316803,227.5620264799099,239.31014833950363,MIN,BORDER,1
459.91786018013954,276.0613324196181,222.608419463168,178.17427137786908,219.3101483395036,MIN,BORDER,1
419.91786018013954,326.4317027899885,249.008419463168,191.64365913297112,133.85560288495816,MIN,BORDER,1
510.15223518013954,388.6539250122107,139.888419463168,198.33253876645716,202.94651197586728,MIN,BORDER,1
390.15223518013954,361.9872583455441,122.288419463168,261.1896816236,242.94651197586728,MIN,BORDER,1
425.15223518013954,421.24651760480333,263.088419463168,193.8427428480898,237.4919665213218,MIN,BORDER,1
345.15223518013954,341.2465176048033,175.088419463168,288.1284571338041,177.49196652132179,MIN,BORDER,1
385.15223518013954,287.91318427146996,245.488419463168,225.27131427666123,157.49196652132179,MIN,BORDER,1
435.15223518013954,359.0242953825811,162.76841946316802,157.92437550115105,152.0374210667763,MIN,BORDER,1
342.65223518013954,446.9255299504823,197.968419463168,218.21592069065537,241.12833015768544,MIN,BORDER,1
382.65223518013954,331.36997439492677,273.648419463168,168.8281655886146,221.12833015768544,MIN,BORDER,1
442.65223518013954,384.7033077282601,256.048419463168,231.6853084457574,255.67378470314,MIN,BORDER,1
402.65223518013954,408.4070114319638,238.44841946316802,276.5832676294309,175.67378470313997,MIN,BORDER,1
352.65223518013954,381.74034476529715,132.848419463168,195.76694109881868,155.67378470313997,MIN,BORDER,1
467.65223518013954,283.9625669875193,208.52841946316798,222.70571660902272,126.08700784363583,MIN,BORDER,1
547.6522351801395,363.9625669875194,234.928419463168,204.74653293555335,226.08700784363583,MIN,BORDER,1
367.65223518013954,325.44404846900085,190.928419463168,267.60367579269615,260.6324623890904,MIN,BORDER,1
397.65223518013954,396.55515958011193,223.66441946316797,296.46664955362917,195.17791693454492,MIN,BORDER,1
457.65223518013954,369.88849291344525,179.66441946316803,139.32379241077206,235.17791693454495,MIN,BORDER,1
337.65223518013954,334.3329373578897,162.064419463168,215.6503230230169,275.17791693454495,MIN,BORDER,1
417.65223518013954,467.6662706912231,206.06441946316795,184.2217515944455,155.1779169345449,MIN,BORDER,1
421.40223518013954,440.9996040245564,144.464419463168,247.07889445158833,209.72337147999949,MIN,BORDER,1
461.40223518013954,321.4934311850502,258.864419463168,166.2625679209761,189.72337147999946,MIN,BORDER,1
281.40223518013954,374.8267645183836,214.86441946316796,229.11971077811896,229.72337147999946,MIN,BORDER,1
431.40223518013954,392.60454229616136,272.94441946316795,193.2013434311802,124.26882602545402,MIN,BORDER,1
371.40223518013954,383.71565340727244,149.74441946316801,175.2421597577108,238.81428057090858,MIN,BORDER,1
426.40223518013954,300.75269044430945,220.144419463168,154.7173784166029,253.3597351163631,MIN,BORDER,1
446.40223518013954,345.1971348887539,137.424419463168,262.4724804574192,213.3597351163631,MIN,BORDER,1
486.40223518013954,291.8638015554206,251.824419463168,213.0847253553784,207.90518966181767,MIN,BORDER,1
356.40223518013954,336.308245999865,234.22441946316798,244.51329678394984,127.90518966181766,MIN,BORDER,1
476.40223518013954,389.64157933319837,190.224419463168,289.41125596762333,167.90518966181764,MIN,BORDER,1
543.9022351801395,395.5675052591243,169.104419463168,222.0643171921131,176.99609875272674,MIN,BORDER,1
407.553792335093,312.2622102266311,189.32149047623682,214.71600030344607,171.90545626484808,MIN,SAFE,1
445.053792335093,359.6696176340385,155.7214904762368,170.40113149878133,169.27585446169255,MIN,SAFE,1
411.303792335093,341.23340364226897,220.23349047623682,176.11541721306702,213.24279661045287,MIN,SAFE,1
433.803792335093,376.7889591978245,192.2334904762368,216.11541721306705,235.22626768483303,MIN,SAFE,1
403.803792335093,392.59142833362694,209.0334904762368,244.6868457844956,184.31717677574215,MIN,SAFE,1
388.803792335093,374.8136505558492,253.8334904762368,193.2582743559242,171.5899040484694,MIN,SAFE,1
478.803792335093,357.03587277807145,217.99349047623681,233.2582743559242,206.30064785012232,MIN,SAFE,1
421.616292335093,333.3321690743677,150.7934904762368,201.82970292735277,193.57337512284957,MIN,SAFE,1
