X1,X2,LABEL,TYPE,CLUSTER
451.1434002127111,254.3454417644854,MIN,SAFE,1
402.2528514586171,279.051892075447,MIN,SAFE,1
488.866503453627,271.6447730981308,MIN,SAFE,1
391.0854059454392,321.0576737200539,MIN,SAFE,1
464.0804900627783,325.07789002605404,MIN,SAFE,1
421.29576413062273,320.1845599841131,MIN,SAFE,1
446.08177752147145,266.7514430561898,MIN,SAFE,1
491.83972588346916,293.6263299288225,MIN,SAFE,1
442.94917712937524,318.33278023978403,MIN,SAFE,1
312.61523370347254,325.5860719120625,MIN,SAFE,2
238.55590321063454,233.0366841341646,MIN,SAFE,2
302.2696178258756,264.08534529774903,MIN,SAFE,2
235.36086718569115,298.6203063113952,MIN,SAFE,2
311.82072483095544,311.46558871300203,MIN,SAFE,2
265.63720701571515,224.8708930083303,MIN,SAFE,2
284.73942102587483,319.6313798388363,MIN,SAFE,2
275.188314020795,272.2511364235833,MIN,SAFE,2
288.06404177375856,276.7454306903612,MIN,SAFE,2
265.76679173865546,247.56856603708582,MIN,SAFE,2
232.31241641856326,264.8360465439089,MIN,SAFE,2
475.6060348049895,474.4094321169878,MIN,SAFE,3
441.724604837448,426.2275563980099,MIN,SAFE,3
487.8779137739796,400.0374541277797,MIN,SAFE,3
444.8499014951892,515.936625553265,MIN,SAFE,3
484.82905300356333,454.73113650926746,MIN,SAFE,3
447.8605443219431,389.0415674034059,MIN,SAFE,3
410.18953598469136,449.84006853099663,MIN,SAFE,3
449.1396612550392,382.79868169137114,MIN,SAFE,3
443.0419397142066,492.1860464543466,MIN,SAFE,3
483.0210912225807,430.9805574103489,MIN,SAFE,3
418.38352794523894,424.3258751276484,MIN,SAFE,3
510.4926971151416,121.7947169469693,MIN,SAFE,4
607.130623877303,119.43769434301416,MIN,SAFE,4
493.8462249747083,185.5816411665058,MIN,SAFE,4
535.4869576445827,128.2274244702636,MIN,SAFE,4
557.8786723821568,200.11661389089593,MIN,SAFE,4
583.8059210256636,127.04891316828603,MIN,SAFE,4
490.50710961910517,157.49378846937347,MIN,SAFE,4
587.1450363812667,155.1367658654183,MIN,SAFE,4
538.8260730001859,156.31527716739592,MIN,SAFE,4
528.8414633584314,208.2025108794643,MIN,SAFE,4
554.7687120019382,135.1348101568544,MIN,SAFE,4
555.7192893046886,575.6901962749143,MAJ,SAFE,5
243.21928930468857,375.69019627491446,MAJ,SAFE,5
493.2192893046886,109.0235296082478,MAJ,SAFE,5
368.2192893046886,509.0235296082477,MAJ,SAFE,5
618.2192893046886,309.02352960824777,MAJ,SAFE,5
211.96928930468857,20.134640719358913,MAJ,SAFE,5
336.9692893046886,220.13464071935886,MAJ,SAFE,5
274.4692893046886,553.4679740526922,MAJ,SAFE,5
524.4692893046886,353.46797405269217,MAJ,SAFE,5
399.4692893046886,86.80130738602557,MAJ,SAFE,5
649.4692893046886,486.8013073860254,MAJ,SAFE,5
196.34428930468857,286.80130738602554,MAJ,SAFE,5
446.3442893046886,-9.494988910270763,MAJ,SAFE,5
321.3442893046886,390.5050110897292,MAJ,SAFE,5
258.8442893046886,123.83834442306261,MAJ,SAFE,5
508.8442893046886,523.8383444230626,MAJ,SAFE,5
633.8442893046886,57.17167775639595,MAJ,SAFE,5
227.59428930468857,457.17167775639587,MAJ,SAFE,5
352.5942893046886,34.94945553417372,MAJ,SAFE,5
602.5942893046886,434.9494555341737,MAJ,SAFE,5
415.0942893046886,568.282788867507,MAJ,SAFE,5
665.0942893046886,368.282788867507,MAJ,SAFE,5
176.81303930468857,101.61612220084038,MAJ,SAFE,5
426.8130393046886,501.61612220084027,MAJ,SAFE,5
551.8130393046886,12.727233311951466,MAJ,SAFE,5
239.31303930468857,412.7272333119515,MAJ,SAFE,5
489.3130393046886,212.72723331195147,MAJ,SAFE,5
364.3130393046886,146.06056664528478,MAJ,SAFE,5
614.3130393046886,546.0605666452848,MAJ,SAFE,5
208.06303930468857,346.0605666452848,MAJ,SAFE,5
458.0630393046886,79.39389997861815,MAJ,SAFE,5
333.0630393046886,479.39389997861804,MAJ,SAFE,5
583.0630393046886,279.3938999786181,MAJ,SAFE,5
270.5630393046886,-17.725441585167857,MAJ,SAFE,5
520.5630393046886,382.27455841483214,MAJ,SAFE,5
395.5630393046886,182.27455841483214,MAJ,SAFE,5
645.5630393046886,115.60789174816549,MAJ,SAFE,5
192.43803930468857,515.6078917481655,MAJ,SAFE,5
317.4380393046886,48.9412250814988,MAJ,SAFE,5
567.4380393046886,448.94122508149877,MAJ,SAFE,5
504.9380393046886,26.7190028592766,MAJ,SAFE,5
379.9380393046886,426.71900285927654,MAJ,SAFE,5
629.9380393046886,226.71900285927657,MAJ,SAFE,5
223.68803930468857,160.0523361926099,MAJ,SAFE,5
473.6880393046886,560.0523361926099,MAJ,SAFE,5
348.6880393046886,360.0523361926099,MAJ,SAFE,5
598.6880393046886,93.38566952594326,MAJ,SAFE,5
286.1880393046886,493.3856695259432,MAJ,SAFE,5
536.1880393046886,293.38566952594323,MAJ,SAFE,5
411.1880393046886,4.496780637054314,MAJ,SAFE,5
661.1880393046886,404.49678063705437,MAJ,SAFE,5
184.62553930468857,204.49678063705437,MAJ,SAFE,5
434.6255393046886,137.83011397038769,MAJ,SAFE,5
309.6255393046886,537.8301139703876,MAJ,SAFE,5
559.6255393046886,337.8301139703877,MAJ,SAFE,5
247.12553930468857,71.16344730372103,MAJ,SAFE,5
372.1255393046886,271.163447303721,MAJ,SAFE,5
622.1255393046886,-2.9106267703530193,MAJ,SAFE,5
215.87553930468857,397.0893732296469,MAJ,SAFE,5
465.8755393046886,197.08937322964695,MAJ,SAFE,5
340.8755393046886,130.4227065629803,MAJ,SAFE,5
590.8755393046886,530.4227065629802,MAJ,SAFE,5
528.3755393046886,63.75603989631364,MAJ,SAFE,5
403.3755393046886,463.7560398963136,MAJ,SAFE,5
653.3755393046886,263.7560398963136,MAJ,SAFE,5
200.25053930468857,41.53381767409141,MAJ,SAFE,5
325.2505393046886,241.53381767409138,MAJ,SAFE,5
262.7505393046886,574.8671510074247,MAJ,SAFE,5
512.7505393046886,374.86715100742475,MAJ,SAFE,5
387.7505393046886,108.20048434075807,MAJ,SAFE,5
637.7505393046886,508.200484340758,MAJ,SAFE,5
231.50053930468857,308.20048434075807,MAJ,SAFE,5
481.5005393046886,19.31159545186921,MAJ,SAFE,5
356.5005393046886,419.3115954518692,MAJ,SAFE,5
606.5005393046886,219.31159545186918,MAJ,SAFE,5
294.0005393046886,152.64492878520252,MAJ,SAFE,5
544.0005393046886,552.6449287852024,MAJ,SAFE,5
669.0005393046886,85.97826211853584,MAJ,SAFE,5
171.93022680468857,485.9782621185358,MAJ,SAFE,5
296.9302268046886,-10.318034177760467,MAJ,SAFE,5
546.9302268046886,389.6819658222395,MAJ,SAFE,5
234.43022680468857,189.68196582223953,MAJ,SAFE,5
