X1,X2,X3,LABEL,TYPE,CLUSTER
360.80470338463783,293.93703828262596,213.91939876454398,MIN,SAFE,1
330.80470338463783,347.2703716159593,230.719398764544,MIN,SAFE,1
450.80470338463783,329.4925938381815,174.71939876454402,MIN,SAFE,1
510.80470338463783,382.8259271715148,202.71939876454397,MIN,SAFE,1
435.80470338463783,418.38148272707036,217.279398764544,MIN,SAFE,1
375.80470338463783,365.04814939373705,161.279398764544,MIN,SAFE,1
345.80470338463783,394.6777790233667,189.27939876454403,MIN,SAFE,1
465.80470338463783,341.34444569003335,150.079398764544,MIN,SAFE,1
405.80470338463783,323.5666679122556,234.07939876454398,MIN,SAFE,1
428.30470338463783,305.7888901344778,206.07939876454398,MIN,SAFE,1
488.30470338463783,359.1222234678111,222.879398764544,MIN,SAFE,1
458.30470338463783,388.093416883449,250.879398764544,MIN,SAFE,1
398.30470338463783,334.76008355011567,194.87939876454402,MIN,SAFE,1
443.30470338463783,370.3156391056712,183.679398764544,MIN,SAFE,1
503.30470338463783,405.87119466122675,211.67939876454398,MIN,SAFE,1
353.30470338463783,352.53786132789344,144.479398764544,MIN,SAFE,1
413.30470338463783,399.94526873530083,172.47939876454402,MIN,SAFE,1
364.55470338463783,382.16749095752306,214.59139876454398,MIN,SAFE,1
454.55470338463783,364.3897131797453,186.591398764544,MIN,SAFE,1
319.55470338463783,340.6860094760416,175.391398764544,MIN,SAFE,1
439.55470338463783,322.9082316982638,259.39139876454396,MIN,SAFE,1
379.55470338463783,429.57489836493045,203.39139876454396,MIN,SAFE,1
349.55470338463783,305.13045392048605,220.19139876454398,MIN,SAFE,1
469.55470338463783,411.7971205871527,164.191398764544,MIN,SAFE,1
409.55470338463783,358.46378725381936,248.19139876454398,MIN,SAFE,1
432.05470338463783,338.7107008340663,236.991398764544,MIN,SAFE,1
372.05470338463783,320.93292305628853,180.991398764544,MIN,SAFE,1
342.05470338463783,374.26625638962184,208.991398764544,MIN,SAFE,1
402.05470338463783,409.8218119451774,225.79139876454397,MIN,SAFE,1
522.0547033846378,356.4884786118441,169.791398764544,MIN,SAFE,1
447.05470338463783,403.89588601925146,197.791398764544,MIN,SAFE,1
387.05470338463783,350.56255268591815,133.951398764544,MIN,SAFE,1
507.05470338463783,332.7847749081404,217.951398764544,MIN,SAFE,1
477.05470338463783,386.1181082414737,245.95139876454397,MIN,SAFE,1
417.05470338463783,315.00699713036255,189.95139876454402,MIN,SAFE,1
422.67970338463783,291.3032934266589,178.751398764544,MIN,SAFE,1
482.67970338463783,344.6366267599922,206.75139876454398,MIN,SAFE,1
392.67970338463783,380.19218231554777,167.551398764544,MIN,SAFE,1
437.67970338463783,362.41440453777,156.351398764544,MIN,SAFE,1
497.67970338463783,390.06872552542427,184.351398764544,MIN,SAFE,1
467.67970338463783,318.9576144143132,212.35139876454397,MIN,SAFE,1
370.17970338463783,354.5131699698687,201.15139876454398,MIN,SAFE,1
340.17970338463783,401.9205773772762,215.711398764544,MIN,SAFE,1
460.17970338463783,348.5872440439428,159.71139876454401,MIN,SAFE,1
400.17970338463783,330.80946626616503,243.711398764544,MIN,SAFE,1
445.17970338463783,313.03168848838726,232.51139876454397,MIN,SAFE,1
385.17970338463783,419.6983551550539,176.511398764544,MIN,SAFE,1
415.17970338463783,342.6613181180169,221.31139876454398,MIN,SAFE,1
426.42970338463783,378.2168736735725,193.311398764544,MIN,SAFE,1
336.42970338463783,360.43909589579465,182.111398764544,MIN,SAFE,1
396.42970338463783,387.4349806694572,210.111398764544,MIN,SAFE,1
441.42970338463783,422.99053622501276,170.911398764544,MIN,SAFE,1
381.42970338463783,369.65720289167945,254.91139876454397,MIN,SAFE,1
471.42970338463783,351.8794251139017,219.071398764544,MIN,SAFE,1
411.42970338463783,292.62016585464244,163.071398764544,MIN,SAFE,1
313.92970338463783,345.95349918797575,191.071398764544,MIN,SAFE,1
433.92970338463783,328.175721410198,151.87139876454398,MIN,SAFE,1
493.92970338463783,381.5090547435313,179.871398764544,MIN,SAFE,1
463.92970338463783,417.06461029908684,207.87139876454398,MIN,SAFE,1
403.92970338463783,363.7312769657535,140.671398764544,MIN,SAFE,1
328.92970338463783,393.36090659538314,168.671398764544,MIN,SAFE,1
448.92970338463783,340.0275732620498,252.671398764544,MIN,SAFE,1
388.92970338463783,322.24979548427206,196.671398764544,MIN,SAFE,1
358.92970338463783,375.58312881760537,241.471398764544,MIN,SAFE,1
478.92970338463783,304.4720177064943,185.471398764544,MIN,SAFE,1
421.74220338463783,391.38559795340785,230.271398764544,MIN,SAFE,1
361.74220338463783,338.05226462007454,174.27139876454402,MIN,SAFE,1
391.74220338463783,302.49670906451894,216.831398764544,MIN,SAFE,1
436.74220338463783,296.570783138593,188.83139876454402,MIN,SAFE,1
376.74220338463783,403.2374498052597,149.631398764544,MIN,SAFE,1
496.74220338463783,349.9041164719264,233.63139876454397,MIN,SAFE,1
346.74220338463783,332.12633869414856,177.631398764544,MIN,SAFE,1
406.74220338463783,385.45967202748193,205.63139876454397,MIN,SAFE,1
429.24220338463783,367.68189424970416,166.431398764544,MIN,SAFE,1
489.24220338463783,397.3115238793338,194.431398764544,MIN,SAFE,1
339.24220338463783,343.97819054600046,155.231398764544,MIN,SAFE,1
459.24220338463783,326.2004127682227,239.231398764544,MIN,SAFE,1
399.24220338463783,432.8670794348893,183.231398764544,MIN,SAFE,1
384.24220338463783,361.75596832377823,228.03139876454398,MIN,SAFE,1
474.24220338463783,336.0769559780992,200.03139876454398,MIN,SAFE,1
425.49220338463783,300.52140042254365,242.05379876454398,MIN,SAFE,1
365.49220338463783,407.18806708921034,186.053798764544,MIN,SAFE,1
485.49220338463783,353.85473375587696,146.853798764544,MIN,SAFE,1
455.49220338463783,401.2621411632844,174.853798764544,MIN,SAFE,1
556.5865996293724,788.7858032923441,369.500020506624,MIN,SAFE,2
431.58659962937236,722.1191366256775,289.500020506624,MIN,SAFE,2
531.5865996293724,699.8969144034553,233.500020506624,MIN,SAFE,2
581.5865996293724,766.5635810701219,273.500020506624,MIN,SAFE,2
519.0865996293724,811.0080255145664,313.500020506624,MIN,SAFE,2
469.08659962937236,744.3413588478996,217.500020506624,MIN,SAFE,2
444.08659962937236,803.600618107159,257.500020506624,MIN,SAFE,2
544.0865996293724,736.9339514404923,377.500020506624,MIN,SAFE,2
494.08659962937236,714.7117292182701,297.500020506624,MIN,SAFE,2
503.46159962937236,692.4895069960478,246.30002050662398,MIN,SAFE,2
553.4615996293724,759.1561736627145,286.30002050662404,MIN,SAFE,2
528.4615996293724,796.1932106997516,350.30002050662404,MIN,SAFE,2
478.46159962937236,729.5265440330849,270.30002050662404,MIN,SAFE,2
515.9615996293724,773.9709884775293,214.30002050662398,MIN,SAFE,2
465.96159962937236,685.0820995886404,334.30002050662404,MIN,SAFE,2
440.96159962937236,751.7487662553071,374.30002050662404,MIN,SAFE,2
490.96159962937236,786.316667489875,238.30002050662398,MIN,SAFE,2
459.71159962937236,764.0944452676528,318.30002050662404,MIN,SAFE,2
434.71159962937236,808.5388897120972,342.30002050662404,MIN,SAFE,2
534.7115996293724,741.8722230454306,262.30002050662404,MIN,SAFE,2
584.7115996293724,801.1314823046898,302.30002050662404,MIN,SAFE,2
522.2115996293724,712.2425934158009,323.10002050662405,MIN,SAFE,2
447.21159962937236,690.0203711935787,283.100020506624,MIN,SAFE,2
497.21159962937236,756.6870378602454,347.10002050662405,MIN,SAFE,2
501.89909962937236,727.0574082306157,307.100020506624,MIN,SAFE,2
426.89909962937236,771.5018526750601,251.10002050662402,MIN,SAFE,2
476.89909962937236,815.9462971195046,291.100020506624,MIN,SAFE,2
514.3990996293724,785.4936222223853,275.100020506624,MIN,SAFE,2
564.3990996293724,696.6047333334964,315.10002050662405,MIN,SAFE,2
539.3990996293724,763.2714000001631,339.100020506624,MIN,SAFE,2
489.39909962937236,674.3825111112742,259.100020506624,MIN,SAFE,2
408.14909962937236,741.0491777779408,299.10002050662405,MIN,SAFE,2
458.14909962937236,800.3084370372001,327.90002050662406,MIN,SAFE,2
558.1490996293724,733.6417703705334,247.900020506624,MIN,SAFE,2
483.14909962937236,778.0862148149779,231.900020506624,MIN,SAFE,2
520.6490996293724,755.8639925927556,391.90002050662406,MIN,SAFE,2
470.64909962937236,659.5676962964594,311.900020506624,MIN,SAFE,2
445.64909962937236,726.234362963126,335.90002050662406,MIN,SAFE,2
545.6490996293724,704.0121407409038,255.900020506624,MIN,SAFE,2
595.6490996293724,770.6788074075705,295.900020506624,MIN,SAFE,2
505.02409962937236,815.1232518520148,359.90002050662406,MIN,SAFE,2
455.02409962937236,748.4565851853482,279.900020506624,MIN,SAFE,2
430.02409962937236,790.4318938273235,319.900020506624,MIN,SAFE,2
530.0240996293724,723.7652271606569,223.900020506624,MIN,SAFE,2
480.02409962937236,701.5430049384347,343.900020506624,MIN,SAFE,2
517.5240996293724,679.3207827162124,303.900020506624,MIN,SAFE,2
567.5240996293724,745.9874493828792,324.700020506624,MIN,SAFE,2
542.5240996293724,805.2467086421384,364.700020506624,MIN,SAFE,2
492.52409962937236,738.5800419754717,284.700020506624,MIN,SAFE,2
511.27409962937236,783.0244864199161,268.700020506624,MIN,SAFE,2
561.2740996293724,827.4689308643606,308.700020506624,MIN,SAFE,2
536.2740996293724,664.5059679013976,332.700020506624,MIN,SAFE,2
486.27409962937236,797.839301234731,252.700020506624,MIN,SAFE,2
423.77409962937236,708.9504123458421,292.700020506624,MIN,SAFE,2
473.77409962937236,775.6170790125087,356.700020506624,MIN,SAFE,2
573.7740996293724,686.7281901236198,276.700020506624,MIN,SAFE,2
548.7740996293724,753.3948567902866,316.700020506624,MIN,SAFE,2
501.11784962937236,699.0738691359655,380.700020506624,MIN,SAFE,2
451.11784962937236,832.4072024692989,300.700020506624,MIN,SAFE,2
526.1178496293724,810.1849802470766,240.86002050662398,MIN,SAFE,2
476.11784962937236,743.51831358041,360.86002050662404,MIN,SAFE,2
513.6178496293724,736.1109061730026,344.86002050662404,MIN,SAFE,2
463.61784962937236,713.8886839507803,264.860020506624,MIN,SAFE,2
438.61784962937236,780.5553506174471,304.86002050662404,MIN,SAFE,2
488.61784962937236,824.9997950618914,328.86002050662404,MIN,SAFE,2
507.36784962937236,795.3701654322618,288.860020506624,MIN,SAFE,2
457.36784962937236,728.7034987655952,232.86002050662398,MIN,SAFE,2
557.3678496293724,706.4812765433729,352.86002050662404,MIN,SAFE,2
482.36784962937236,684.2590543211508,312.86002050662404,MIN,SAFE,2
419.86784962937236,750.9257209878174,336.86002050662404,MIN,SAFE,2
469.86784962937236,784.6705769548955,376.860020506624,MIN,SAFE,2
569.8678496293724,718.0039102882289,296.86002050662404,MIN,SAFE,2
544.8678496293724,829.11502139934,325.66002050662405,MIN,SAFE,2
494.86784962937236,762.4483547326734,245.660020506624,MIN,SAFE,2
504.24284962937236,740.2261325104512,229.660020506624,MIN,SAFE,2
554.2428496293724,799.4853917697104,269.660020506624,MIN,SAFE,2
529.2428496293724,710.5965028808215,309.66002050662405,MIN,SAFE,2
579.2428496293724,777.2631695474881,333.66002050662405,MIN,SAFE,2
466.74284962937236,755.040947325266,293.660020506624,MIN,SAFE,2
441.74284962937236,792.077984362303,357.66002050662405,MIN,SAFE,2
541.7428496293724,725.4113176956363,277.660020506624,MIN,SAFE,2
510.49284962937236,680.9668732511918,341.66002050662405,MIN,SAFE,2
460.49284962937236,814.3002065845252,261.660020506624,MIN,SAFE,2
167.58354976773262,592.4084773946996,484.9355399168,MIN,SAFE,3
117.58354976773262,525.741810728033,428.9355399168,MIN,SAFE,3
92.58354976773262,570.1862551724774,468.9355399168,MIN,SAFE,3
192.58354976773262,503.5195885058108,588.9355399168,MIN,SAFE,3
142.58354976773262,404.75415640704534,508.9355399168,MIN,SAFE,3
61.33354976773262,471.42082307371203,532.9355399168,MIN,SAFE,3
161.33354976773262,449.1986008514898,452.9355399168,MIN,SAFE,3
211.33354976773262,515.8652675181565,492.9355399168,MIN,SAFE,3
186.33354976773262,560.3097119626009,556.9355399168,MIN,SAFE,3
136.33354976773262,493.64304529593426,476.9355399168,MIN,SAFE,3
73.83354976773262,552.9023045551935,516.9355399168,MIN,SAFE,3
173.83354976773262,486.23563788852687,420.9355399168,MIN,SAFE,3
123.83354976773262,464.01341566630464,540.9355399168,MIN,SAFE,3
198.83354976773262,441.7911934440824,500.9355399168,MIN,SAFE,3
151.17729976773262,545.4948971477861,561.7355399168,MIN,SAFE,3
101.17729976773262,478.8282304811194,481.7355399168,MIN,SAFE,3
176.17729976773262,523.2726749255639,465.7355399168,MIN,SAFE,3
113.67729976773262,534.7953086704199,449.7355399168,MIN,SAFE,3
213.67729976773262,468.12864200375316,569.7355399168,MIN,SAFE,3
88.67729976773262,445.906419781531,489.7355399168,MIN,SAFE,3
138.67729976773262,512.5730864481976,553.7355399168,MIN,SAFE,3
157.42729976773262,490.3508642259754,513.7355399168,MIN,SAFE,3
207.42729976773262,549.6101234852347,537.7355399168,MIN,SAFE,3
82.42729976773262,482.943456818568,457.7355399168,MIN,SAFE,3
182.42729976773262,460.72123459634577,577.7355399168,MIN,SAFE,3
132.42729976773262,594.0545679296791,497.7355399168,MIN,SAFE,3
169.92729976773262,571.8323457074569,446.5355399168,MIN,SAFE,3
119.92729976773262,505.1656790407902,566.5355399168,MIN,SAFE,3
94.92729976773262,542.2027160778273,430.53553991679996,MIN,SAFE,3
194.92729976773262,475.5360494111606,550.5355399168,MIN,SAFE,3
144.92729976773262,453.3138271889384,470.5355399168,MIN,SAFE,3
54.30229976773262,519.980493855605,510.5355399168,MIN,SAFE,3
104.30229976773262,564.4249383000495,534.5355399168001,MIN,SAFE,3
204.30229976773262,497.75827163338283,454.5355399168,MIN,SAFE,3
179.30229976773262,539.7335802753581,494.5355399168,MIN,SAFE,3
129.30229976773262,473.06691360869144,438.53553991679996,MIN,SAFE,3
116.80229976773262,428.62246916424704,518.5355399168,MIN,SAFE,3
91.80229976773262,495.28913583091366,542.5355399168,MIN,SAFE,3
191.80229976773262,421.2150617568396,462.5355399168,MIN,SAFE,3
141.80229976773262,554.5483950901729,582.5355399168,MIN,SAFE,3
241.80229976773262,487.8817284235063,502.5355399168,MIN,SAFE,3
110.55229976773262,532.3261728679507,443.3355399168,MIN,SAFE,3
185.55229976773262,510.1039506457285,427.33553991680003,MIN,SAFE,3
135.55229976773262,413.8076543494322,547.3355399168,MIN,SAFE,3
173.05229976773262,458.25209879387666,507.33553991680003,MIN,SAFE,3
223.05229976773262,524.9187654605433,531.3355399168,MIN,SAFE,3
98.05229976773262,436.0298765716544,451.33553991680003,MIN,SAFE,3
148.05229976773262,502.6965432383211,491.33553991680003,MIN,SAFE,3
152.73979976773262,470.5977778062223,475.3355399168,MIN,SAFE,3
202.73979976773262,581.7088889173334,515.3355399168,MIN,SAFE,3
177.73979976773262,426.15333336177787,539.3355399168,MIN,SAFE,3
127.73979976773262,559.4866666951112,459.33553991680003,MIN,SAFE,3
115.23979976773262,485.4125926210371,521.0955399168,MIN,SAFE,3
215.23979976773262,463.19037039881493,441.0955399168,MIN,SAFE,3
190.23979976773262,529.8570370654816,481.0955399168,MIN,SAFE,3
140.23979976773262,440.9681481765927,425.0955399168,MIN,SAFE,3
58.98979976773262,507.63481484325933,465.0955399168,MIN,SAFE,3
108.98979976773262,544.6718518802965,505.0955399168,MIN,SAFE,3
83.98979976773262,455.7829629914075,529.0955399168,MIN,SAFE,3
133.98979976773262,522.4496296580742,569.0955399168,MIN,SAFE,3
171.48979976773262,500.22740743585194,553.0955399168,MIN,SAFE,3
96.48979976773262,467.0312483137669,513.0955399168,MIN,SAFE,3
146.48979976773262,578.142359424878,537.0955399168,MIN,SAFE,3
155.86479976773262,555.9201372026557,497.0955399168,MIN,SAFE,3
180.86479976773262,481.8460631285817,565.8955399168,MIN,SAFE,3
130.86479976773262,459.6238409063595,485.89553991680003,MIN,SAFE,3
68.36479976773262,526.2905075730262,549.8955399168,MIN,SAFE,3
168.36479976773262,437.4016186841373,469.89553991680003,MIN,SAFE,3
218.36479976773262,504.06828535080393,509.89553991680003,MIN,SAFE,3
193.36479976773262,541.1053223878409,533.8955399168001,MIN,SAFE,3
143.36479976773262,474.4386557211743,453.8955399168,MIN,SAFE,3
162.11479976773262,518.8831001656188,437.8955399168,MIN,SAFE,3
112.11479976773262,429.99421127672986,557.8955399168001,MIN,SAFE,3
212.11479976773262,563.3275446100631,477.8955399168,MIN,SAFE,3
137.11479976773262,538.6361865853718,421.8955399168,MIN,SAFE,3
74.61479976773262,449.747297696483,461.89553991680003,MIN,SAFE,3
124.61479976773262,516.4139643631496,501.8955399168,MIN,SAFE,3
99.61479976773262,560.8584088075941,522.6955399168,MIN,SAFE,3
199.61479976773262,494.1917421409274,442.6955399168,MIN,SAFE,3
150.20073726773262,464.56211251129776,546.6955399168,MIN,SAFE,3
75.20073726773262,442.3398902890756,506.6955399168,MIN,SAFE,3
125.20073726773262,509.0065569557422,530.6955399168,MIN,SAFE,3
162.70073726773262,479.3769273261126,490.6955399168,MIN,SAFE,3
624.0098509006202,171.22321891447513,495.84186785791996,MAJ,SAFE,4
80.25985090062022,771.2232189144752,175.84186785791996,MAJ,SAFE,4
380.2598509006202,471.22321891447507,655.84186785792,MAJ,SAFE,4
230.25985090062022,371.22321891447507,335.84186785792,MAJ,SAFE,4
530.2598509006202,971.2232189144752,111.84186785792002,MAJ,SAFE,4
