X1,X2,LABEL,TYPE,CLUSTER
-101.28904447890818,21.148554068571435,MIN,BORDER,1
91.21095552109182,-54.900828647477944,MIN,BORDER,1
77.46095552109182,67.32139357474426,MIN,BORDER,1
49.96095552109182,-87.49342124007053,MIN,BORDER,1
104.96095552109182,-14.160087906737193,MIN,BORDER,1
-38.506205566227436,36.53782329170172,MIN,SAFE,1
61.493794433772564,-30.12884337496495,MIN,SAFE,1
-63.506205566227436,-52.35106559718719,MIN,SAFE,1
36.493794433772564,80.98226773614618,MIN,SAFE,1
-13.506205566227436,14.315601069479534,MIN,SAFE,1
-76.00620556622744,58.760045513923956,MIN,SAFE,1
23.993794433772564,-7.906621152742732,MIN,SAFE,1
-26.006205566227436,-81.9806952268168,MIN,SAFE,1
73.99379443377256,51.35263810651656,MIN,SAFE,1
-51.006205566227436,-15.314028560150138,MIN,SAFE,1
48.993794433772564,-37.53625078237236,MIN,SAFE,1
-1.006205566227436,95.79708255096098,MIN,SAFE,1
1.337544433772564,73.57486032873875,MIN,SAFE,1
-48.662455566227436,6.908193662072093,MIN,SAFE,1
-73.66245556622744,43.94523069910916,MIN,SAFE,1
26.337544433772564,-22.721435967557547,MIN,SAFE,1
-23.662455566227436,-44.94365818977977,MIN,SAFE,1
-86.16245556622744,21.72300847688693,MIN,SAFE,1
13.837544433772564,-67.165880412002,MIN,SAFE,1
-36.162455566227436,66.16745292133135,MIN,SAFE,1
63.837544433772564,-0.49921374533532514,MIN,SAFE,1
38.837544433772564,35.71477802421201,MIN,SAFE,1
-11.162455566227436,-30.951888642454662,MIN,SAFE,1
7.587544433772564,13.492555801989802,MIN,SAFE,1
-42.412455566227436,-75.3963330868991,MIN,SAFE,1
57.587544433772564,57.93700024643422,MIN,SAFE,1
-67.41245556622744,-8.72966642023244,MIN,SAFE,1
32.587544433772564,-82.80374049430652,MIN,SAFE,1
-17.412455566227436,50.529592839026826,MIN,SAFE,1
82.58754443377256,-16.137073827639846,MIN,SAFE,1
-79.91245556622744,-38.35929604986207,MIN,SAFE,1
20.087544433772564,94.97403728347126,MIN,SAFE,1
-29.912455566227436,28.30737061680462,MIN,SAFE,1
70.08754443377256,-60.5815182720843,MIN,SAFE,1
376.64060476236045,-280.71383080332873,MAJ,SAFE,2
-402.73439523763955,292.6195025300045,MAJ,SAFE,2
-187.73439523763955,-418.73852216135344,MAJ,SAFE,2
242.26560476236045,154.59481117197987,MAJ,SAFE,2
-295.23439523763955,-132.07185549468682,MAJ,SAFE,2
134.76560476236045,-227.62741105024233,MAJ,SAFE,2
-80.23439523763955,345.70592228309107,MAJ,SAFE,2
349.76560476236045,59.03925561642447,MAJ,SAFE,2
-348.98439523763955,-323.1829666057979,MAJ,SAFE,2
81.01560476236045,250.15036672753547,MAJ,SAFE,2
-133.98439523763955,-36.51629993913127,MAJ,SAFE,2
296.01560476236045,-355.03481845764975,MAJ,SAFE,2
-241.48439523763955,218.29851487568368,MAJ,SAFE,2
188.51560476236045,-68.36815179098312,MAJ,SAFE,2
-26.484395237639546,-163.92370734653866,MAJ,SAFE,2
403.51560476236045,409.40962598679465,MAJ,SAFE,2
-416.17189523763955,122.74295932012808,MAJ,SAFE,2
13.828104762360454,-259.47926290209415,MAJ,SAFE,2
-201.17189523763955,313.8540704312391,MAJ,SAFE,2
228.82810476236045,27.187403764572476,MAJ,SAFE,2
-308.67189523763955,-386.8866703095016,MAJ,SAFE,2
121.32810476236045,186.44666302383186,MAJ,SAFE,2
-93.67189523763955,-100.22000364283497,MAJ,SAFE,2
336.32810476236045,-195.7755591983905,MAJ,SAFE,2
-362.42189523763955,377.55777413494286,MAJ,SAFE,2
67.57810476236045,90.89110746827627,MAJ,SAFE,2
-147.42189523763955,-291.331114753946,MAJ,SAFE,2
282.57810476236045,282.00221857938726,MAJ,SAFE,2
-254.92189523763955,-4.66444808727942,MAJ,SAFE,2
175.07810476236045,-422.2776168115592,MAJ,SAFE,2
-39.921895237639546,151.05571652177414,MAJ,SAFE,2
390.07810476236045,-135.61095014489257,MAJ,SAFE,2
-389.29689523763955,-231.16650570044806,MAJ,SAFE,2
40.703104762360454,342.16682763288526,MAJ,SAFE,2
-174.29689523763955,55.50016096621863,MAJ,SAFE,2
255.70310476236045,-326.72206125600366,MAJ,SAFE,2
-281.79689523763955,246.61127207732963,MAJ,SAFE,2
148.20310476236045,-40.05539458933701,MAJ,SAFE,2
-66.79689523763955,-358.5739131078555,MAJ,SAFE,2
363.20310476236045,214.75942022547784,MAJ,SAFE,2
-335.54689523763955,-71.90724644118886,MAJ,SAFE,2
94.45310476236045,-167.46280199674442,MAJ,SAFE,2
-120.54689523763955,405.87053133658895,MAJ,SAFE,2
309.45310476236045,119.20386466992232,MAJ,SAFE,2
-228.04689523763955,-263.01835755229996,MAJ,SAFE,2
