X1,X2,X3,X4,X5,LABEL,TYPE,CLUSTER
417.54391700029373,391.91988609564737,158.31326127718398,202.03342588888452,277.1368178116213,MIN,BORDER,1
501.29391700029373,409.69766387342514,137.193261277184,233.46199731745594,191.18640458848077,MIN,BORDER,1
465.0277706980705,377.9893707170454,216.44154925056,237.04520317105727,236.5187305208969,MIN,SAFE,1
457.5277706980705,422.54355453048845,205.24154925055998,165.61663174248588,211.06418506635143,MIN,SAFE,1
472.5277706980705,327.7287397156736,182.84154925056,214.18806031391443,182.13856523164065,MIN,SAFE,1
423.7777706980705,416.6176286045625,227.64154925056,182.759488885343,169.41129250436794,MIN,SAFE,1
333.7777706980705,392.91392490085883,199.64154925056002,222.759488885343,204.12203630602085,MIN,SAFE,1
498.7777706980705,357.35836934530323,231.67354925056,212.55540725268995,216.84930903329357,MIN,SAFE,1
401.2777706980705,402.79046811073533,181.27354925056,189.69826439554708,213.3782346531283,MIN,SAFE,1
476.2777706980705,367.2349125551798,198.07354925056,178.26969296697564,222.63443300023573,MIN,SAFE,1
436.9027706980705,335.6299742835749,223.83354925056,195.4125501098328,181.823013015262,MIN,SAFE,1
346.9027706980705,371.1855298391304,195.83354925056003,235.4125501098328,207.27755846980747,MIN,SAFE,1
414.4027706980705,377.11145576505635,176.79354925056,199.494182762894,225.78995516402236,MIN,SAFE,1
462.155127748847,644.2247950649817,301.207996203008,223.07861443818038,311.7886901249328,MIN,BORDER,2
433.717627748847,789.4099802501669,251.92799620300798,322.67045117287427,260.87959921584195,MIN,BORDER,2
543.9505166374147,761.505680273347,254.846496210944,284.51042913953046,252.8623022791221,MIN,SAFE,2
428.3255166374147,709.6538284214952,318.84649621094405,268.1838985272855,271.0441204609403,MIN,SAFE,2
478.3255166374147,776.3204950881618,342.84649621094405,239.61246995585697,356.9945336840808,MIN,SAFE,2
515.8255166374147,754.0982728659396,302.84649621094405,309.00022505789775,393.3581700477172,MIN,SAFE,2
565.8255166374147,791.1353099029767,323.64649621094406,280.4287964864692,284.26726095680806,MIN,SAFE,2
490.8255166374147,835.579754347421,283.646496210944,337.5716536293263,320.63089732044443,MIN,SAFE,2
534.5755166374147,721.9995074338409,331.64649621094406,321.2451230170814,333.8540378163122,MIN,SAFE,2
501.7630166374147,781.2587666931001,379.64649621094406,343.06936291712304,273.8991167043663,MIN,SAFE,2
439.2630166374147,818.2958037301371,305.406496210944,310.4163016926333,287.12225720023406,MIN,SAFE,2
558.0130166374147,763.9748160758162,353.40649621094406,294.0897710803884,300.3453976961018,MIN,SAFE,2
483.0130166374147,741.752593853594,313.40649621094406,351.2326282232455,336.7090340597382,MIN,SAFE,2
136.86102336272597,457.0442040359466,586.3020589613056,582.2843095183889,529.0467017404246,MIN,BORDER,3
165.27053015306592,490.5842567465358,518.762895048704,588.4108919878195,467.0164166080307,MIN,SAFE,3
90.27053015306592,483.17684933912835,462.762895048704,445.5537491306767,498.42137528571664,MIN,SAFE,3
134.02053015306592,453.54721970949873,467.56289504870404,500.36424475749885,548.0081521452207,MIN,SAFE,3
221.52053015306592,497.9916641539432,451.56289504870404,528.9356733289274,475.28087941794803,MIN,SAFE,3
196.52053015306592,539.9669727959185,491.56289504870404,512.6091427166825,566.189970327039,MIN,SAFE,3
105.89553015306592,428.8558616848074,515.562895048704,541.1805712881111,506.685838095634,MIN,SAFE,3
193.39553015306592,510.33734316628886,425.322895048704,479.9560814921927,501.72716040968356,MIN,SAFE,3
174.64553015306592,470.8311703267827,473.322895048704,504.44587741056006,442.2230281782786,MIN,SAFE,3
