X1,X2,LABEL,TYPE,CLUSTER
1186.4535890599386,248.2025432005682,MIN,SAFE,1
626.6607206205882,631.2187163432816,MIN,SAFE,1
1039.1396763127411,572.2931512444025,MIN,SAFE,1
797.2993362194254,173.3179708874095,MIN,SAFE,1
502.67151072503054,821.4991869750781,MIN,SAFE,1
649.9854234722279,497.40857893124394,MIN,SAFE,1
1141.031799296219,359.9155937005263,MIN,SAFE,1
448.65640938439157,610.3492453707619,MIN,SAFE,1
861.1353650765443,551.4236802718829,MIN,SAFE,1
1095.7464113035624,140.03593874822786,MIN,SAFE,1
801.1185858091674,788.2171548358966,MIN,SAFE,1
749.5587163476484,265.25276458334565,MIN,SAFE,1
1004.902831776124,363.46203974814387,MIN,SAFE,1
445.1099633367738,746.4782128908573,MIN,SAFE,1
857.5889190289264,687.5526477919784,MIN,SAFE,1
950.8877304354849,152.31209814382765,MIN,SAFE,1
656.2599049410901,800.4933142314962,MIN,SAFE,1
803.5738176882875,476.4027061876619,MIN,SAFE,1
1242.2419134243864,391.28800104483673,MIN,SAFE,1
433.85681722414057,525.7119464266545,MIN,SAFE,1
846.3357729162934,466.7863813277754,MIN,SAFE,1
836.5148453998136,299.83061354761844,MIN,SAFE,1
541.8870199054187,948.0118296352871,MIN,SAFE,1
556.6184111801384,491.33870011897517,MIN,SAFE,1
1047.66478700413,353.8457148882574,MIN,SAFE,1
487.8719185647798,736.8618880309707,MIN,SAFE,1
900.3508742569323,677.9363229320918,MIN,SAFE,1
953.5475649711981,50.21537250375616,MIN,SAFE,1
658.9197394768032,698.3965885914249,MIN,SAFE,1
806.2336522240008,374.30598054759037,MIN,SAFE,1
1061.5777676524763,472.5152557123887,MIN,SAFE,1
369.20237774064844,722.9489073826244,MIN,SAFE,1
781.6813334328011,664.0233422837455,MIN,SAFE,1
1007.5626663118371,261.3653141080724,MIN,SAFE,1
712.9348408174424,909.5465301957411,MIN,SAFE,1
628.2293409878039,353.43650957507094,MIN,SAFE,1
1154.1945702037235,181.0246709524249,MIN,SAFE,1
594.4017017643733,564.0408440951384,MIN,SAFE,1
1006.8806574565261,505.11527899625924,MIN,SAFE,1
864.4772084675686,205.5769897436245,MIN,SAFE,1
569.8493829731738,853.7582058312933,MIN,SAFE,1
717.163295720371,529.667597787459,MIN,SAFE,1
146.45507689770048,563.4239079753804,MAJ,SAFE,2
637.5014527216917,425.9309227446629,MAJ,SAFE,2
