X1,X2,LABEL,TYPE,CLUSTER
332.6540158689022,418.31724344690844,MIN,BORDER,1
267.6540158689022,391.6505767802418,MIN,BORDER,1
347.6540158689022,444.9839101135751,MIN,BORDER,1
547.6540158689022,302.76168789135295,MIN,BORDER,1
367.6540158689022,276.09502122468626,MIN,BORDER,1
527.6540158689022,436.0950212246862,MIN,BORDER,1
567.6540158689022,326.46539159505664,MIN,BORDER,1
437.6540158689022,459.7987249283899,MIN,BORDER,1
517.6540158689022,273.13205826172333,MIN,BORDER,1
317.6540158689022,433.1320582617233,MIN,BORDER,1
397.6540158689022,264.2431693728344,MIN,BORDER,1
297.6540158689022,344.2431693728344,MIN,BORDER,1
537.6540158689022,397.57650270616773,MIN,BORDER,1
337.6540158689022,290.9098360395011,MIN,BORDER,1
497.6540158689022,450.90983603950104,MIN,BORDER,1
301.4040158689022,388.6876138172788,MIN,BORDER,1
461.4040158689022,282.0209471506122,MIN,BORDER,1
381.4040158689022,442.02094715061213,MIN,BORDER,1
541.4040158689022,362.0209471506122,MIN,BORDER,1
521.4040158689022,296.835761965427,MIN,BORDER,1
401.4040158689022,270.16909529876034,MIN,BORDER,1
271.4040158689022,350.16909529876034,MIN,BORDER,1
431.4040158689022,261.2802064098714,MIN,BORDER,1
311.4040158689022,314.6135397432048,MIN,BORDER,1
371.4040158689022,252.39131752098257,MIN,BORDER,1
531.4040158689022,412.39131752098257,MIN,BORDER,1
411.4040158689022,465.7246508543159,MIN,BORDER,1
571.4040158689022,385.7246508543159,MIN,BORDER,1
306.4040158689022,402.51477431110595,MIN,BORDER,1
286.4040158689022,375.8481076444393,MIN,BORDER,1
446.4040158689022,269.1814409777727,MIN,BORDER,1
566.4040158689022,313.62588542221715,MIN,BORDER,1
356.4040158689022,286.95921875555047,MIN,BORDER,1
516.4040158689022,446.9592187555504,MIN,BORDER,1
476.4040158689022,251.40366319999492,MIN,BORDER,1
556.4040158689022,331.4036631999949,MIN,BORDER,1
296.4040158689022,304.73699653332824,MIN,BORDER,1
456.4040158689022,464.7369965333282,MIN,BORDER,1
536.4040158689022,278.0703298666616,MIN,BORDER,1
336.4040158689022,438.0703298666615,MIN,BORDER,1
416.4040158689022,248.44070023703193,MIN,BORDER,1
343.9040158689022,461.77403357036525,MIN,BORDER,1
463.9040158689022,435.10736690369856,MIN,BORDER,1
403.9040158689022,452.88514468147633,MIN,BORDER,1
563.9040158689022,372.88514468147633,MIN,BORDER,1
293.9040158689022,363.9962557925875,MIN,BORDER,1
453.9040158689022,245.477737274069,MIN,BORDER,1
533.9040158689022,325.477737274069,MIN,BORDER,1
333.9040158689022,298.8110706074023,MIN,BORDER,1
493.9040158689022,458.81107060740226,MIN,BORDER,1
401.14097367972136,388.2254300012856,MIN,SAFE,1
521.1409736797214,334.8920966679523,MIN,SAFE,1
326.14097367972136,317.1143188901745,MIN,SAFE,1
