X1,X2,LABEL,TYPE,CLUSTER
999.3176741976246,121.58188870850938,MIN,SAFE,1
997.7376870161538,73.44343033780098,MIN,SAFE,1
995.7096579061247,377.9253365569199,MIN,SAFE,1
993.2477953853559,28.214876416419884,MIN,SAFE,1
985.650027290286,437.7034127249377,MIN,SAFE,1
985.4615276205542,218.30211120587836,MIN,SAFE,1
981.8154880812631,681.7678531294835,MIN,SAFE,1
978.925100873005,-42.11494820055691,MIN,SAFE,1
972.6350249680992,610.9222951597017,MIN,SAFE,1
970.6733022745585,459.58547740069,MIN,SAFE,1
966.9222535703475,385.99672191262243,MIN,SAFE,1
960.8523747580787,292.629709620533,MIN,SAFE,1
958.3971428789588,604.4441582687674,MIN,SAFE,1
957.5105313670543,638.4764001487913,MIN,SAFE,1
955.3688341144732,512.1787797249098,MIN,SAFE,1
954.4140217170376,4.900593144514232,MIN,SAFE,1
951.7541871813244,106.99731878458579,MIN,SAFE,1
950.935776554951,682.339989125029,MIN,SAFE,1
947.2642955505262,61.76876486320475,MIN,SAFE,1
945.5479065979933,345.22301194475267,MIN,SAFE,1
942.7109392068035,553.8391012046839,MIN,SAFE,1
941.6945565654855,166.77539495260362,MIN,SAFE,1
923.6715253293686,523.1600695299396,MIN,SAFE,1
922.8218559637935,202.22091073835543,MIN,SAFE,1
918.6199236274601,399.7723535553854,MIN,SAFE,1
913.8505978128887,356.20430174978264,MIN,SAFE,1
912.9071522297085,174.84678030830617,MIN,SAFE,1
908.7989961109803,232.8165857752283,MIN,SAFE,1
903.4954300264153,427.32645854447503,MIN,SAFE,1
896.920675214312,471.19004752071265,MIN,SAFE,1
893.6745025099355,260.370690764318,MIN,SAFE,1
893.5860484962323,765.6883607666589,MIN,SAFE,1
887.0997476978322,304.2342797405556,MIN,SAFE,1
885.0878215746643,599.0326074487782,MIN,SAFE,1
884.2627803066423,512.8503690004868,MIN,SAFE,1
878.2497355656494,634.8731200298977,MIN,SAFE,1
878.0564997233113,751.0760621606538,MIN,SAFE,1
877.9468697556438,777.0186075593917,MIN,SAFE,1
872.3001555375813,219.59698079644824,MIN,SAFE,1
871.9184200255113,116.398621408145,MIN,SAFE,1
867.9883439967812,566.4136394744824,MIN,SAFE,1
865.9915736259536,352.9638124525336,MIN,SAFE,1
865.3436652134081,160.26221038438257,MIN,SAFE,1
858.4553757747659,642.2378684327364,MIN,SAFE,1
855.06346031284,86.05562430746363,MIN,SAFE,1
