X1,X2,LABEL,TYPE,CLUSTER
828.3968917094171,970.3543127099128,MIN,BORDER,1
953.3968917094171,192.57653493213502,MIN,BORDER,1
547.1468917094171,859.2432015988016,MIN,BORDER,1
672.1468917094171,44.428386783986866,MIN,BORDER,1
984.6468917094171,599.9839423395424,MIN,BORDER,1
508.0843917094171,155.53949789509795,MIN,BORDER,1
883.0843917094171,32.082707771641196,MIN,BORDER,1
539.3343917094171,587.6382633271968,MIN,BORDER,1
976.8343917094171,328.37900406793756,MIN,BORDER,1
523.7093917094171,995.0456707346041,MIN,BORDER,1
961.2093917094171,402.4530781420116,MIN,BORDER,1
804.9593917094171,958.0086336975671,MIN,BORDER,1
742.4593917094171,19.737028759295526,MIN,BORDER,1
992.4593917094171,686.4036954259622,MIN,BORDER,1
504.1781417094171,353.0703620926289,MIN,BORDER,1
535.4281417094171,760.4777695000363,MIN,BORDER,1
910.4281417094171,982.6999917222583,MIN,BORDER,1
972.9281417094171,538.255547277814,MIN,BORDER,1
519.8031417094171,56.774065796332536,MIN,BORDER,1
957.3031417094171,834.5518435741103,MIN,BORDER,1
801.0531417094171,1.9043812970184035,MIN,BORDER,1
988.5531417094171,113.01549240812955,MIN,BORDER,1
511.9906417094171,779.6821590747961,MIN,BORDER,1
699.4906417094171,964.8673442599813,MIN,BORDER,1
543.2406417094171,187.08956648220362,MIN,BORDER,1
918.2406417094171,38.94141833405547,MIN,BORDER,1
980.7406417094171,927.8303072229442,MIN,BORDER,1
527.6156417094171,594.496973889611,MIN,BORDER,1
590.1156417094171,26.5957393217098,MIN,BORDER,1
965.1156417094171,248.817961543932,MIN,BORDER,1
996.3656417094171,434.00314672911725,MIN,BORDER,1
502.2250167094171,322.8920356180061,MIN,BORDER,1
752.2250167094171,989.5587022846727,MIN,BORDER,1
533.4750167094171,396.9661096920802,MIN,BORDER,1
658.4750167094171,952.5216652476356,MIN,BORDER,1
970.9750167094171,14.250060309364073,MIN,BORDER,1
517.8500167094171,680.9167269760306,MIN,BORDER,1
955.3500167094171,458.6945047538086,MIN,BORDER,1
549.1000167094171,88.32413438343815,MIN,BORDER,1
611.6000167094171,977.213023272327,MIN,BORDER,1
986.6000167094171,866.1019121612158,MIN,BORDER,1
510.0375167094171,532.7685788278825,MIN,BORDER,1
541.2875167094171,829.0648751241788,MIN,BORDER,1
666.2875167094171,10.134833971915555,MIN,BORDER,1
978.7875167094171,565.6903895274711,MIN,BORDER,1
525.6625167094171,121.24594508302664,MIN,BORDER,1
963.1625167094171,973.0977969348785,MIN,BORDER,1
619.4125167094171,47.17187100895262,MIN,BORDER,1
994.4125167094171,269.39409323117485,MIN,BORDER,1
506.1312667094171,936.0607598978413,MIN,BORDER,1
818.6312667094171,34.826191996606894,MIN,BORDER,1
537.3812667094171,257.0484142188292,MIN,BORDER,1
974.8812667094171,775.5669327373475,MIN,BORDER,1
521.7562667094171,442.23359940401434,MIN,BORDER,1
646.7562667094171,997.7891549595697,MIN,BORDER,1
959.2562667094171,71.86322903364396,MIN,BORDER,1
