X1,X2,X3,LABEL,TYPE,CLUSTER
428.2603248953819,409.18888252190504,273.698450907136,MIN,BORDER,1
368.2603248953819,406.22591955894205,150.498450907136,MIN,BORDER,1
328.2603248953819,299.55925289227537,194.498450907136,MIN,BORDER,1
518.2603248953819,424.0036973367198,247.29845090713602,MIN,BORDER,1
318.2603248953819,344.0036973367198,159.29845090713602,MIN,BORDER,1
478.2603248953819,317.3370306700532,291.29845090713604,MIN,BORDER,1
398.2603248953819,477.3370306700532,203.29845090713602,MIN,BORDER,1
298.2603248953819,290.6703640033865,226.17845090713604,MIN,BORDER,1
458.2603248953819,450.6703640033865,138.17845090713598,MIN,BORDER,1
378.2603248953819,370.6703640033865,270.17845090713604,MIN,BORDER,1
338.2603248953819,415.11480844783097,120.578450907136,MIN,BORDER,1
498.2603248953819,335.11480844783097,252.57845090713602,MIN,BORDER,1
342.0103248953819,441.7814751144976,234.97845090713602,MIN,BORDER,1
502.0103248953819,361.78147511449765,146.978450907136,MIN,BORDER,1
382.0103248953819,323.2629565959791,129.37845090713597,MIN,BORDER,1
442.0103248953819,376.59628992931243,305.378450907136,MIN,BORDER,1
362.0103248953819,269.9296232626458,217.37845090713603,MIN,BORDER,1
322.0103248953819,349.92962326264575,243.778450907136,MIN,BORDER,1
482.0103248953819,261.0407343737569,155.778450907136,MIN,BORDER,1
402.0103248953819,421.0407343737569,287.778450907136,MIN,BORDER,1
562.0103248953819,341.0407343737569,199.778450907136,MIN,BORDER,1
432.0103248953819,474.3740677070902,223.714450907136,MIN,BORDER,1
352.0103248953819,394.3740677070902,135.71445090713598,MIN,BORDER,1
472.0103248953819,367.7074010404235,118.11445090713599,MIN,BORDER,1
552.0103248953819,412.15184548486803,162.11445090713602,MIN,BORDER,1
532.0103248953819,385.48517881820135,232.514450907136,MIN,BORDER,1
507.0103248953819,455.6086356083248,214.914450907136,MIN,BORDER,1
467.0103248953819,268.94196894165816,241.314450907136,MIN,BORDER,1
387.0103248953819,428.9419689416581,153.314450907136,MIN,BORDER,1
527.0103248953819,313.38641338610256,140.994450907136,MIN,BORDER,1
407.0103248953819,286.7197467194359,123.39445090713599,MIN,BORDER,1
277.0103248953819,366.7197467194359,167.39445090713602,MIN,BORDER,1
317.0103248953819,304.4975244972137,237.79445090713602,MIN,BORDER,1
397.0103248953819,384.49752449721365,281.794450907136,MIN,BORDER,1
440.68479772657156,344.8195158195558,204.62872259297282,MIN,SAFE,1
350.68479772657156,380.37507137511136,165.4287225929728,MIN,SAFE,1
410.68479772657156,415.9306269306669,193.4287225929728,MIN,SAFE,1
433.18479772657156,390.2516145849879,182.22872259297282,MIN,SAFE,1
493.18479772657156,319.14050347387683,210.22872259297282,MIN,SAFE,1
463.18479772657156,372.47383680721015,227.02872259297283,MIN,SAFE,1
403.18479772657156,301.36272569609906,171.0287225929728,MIN,SAFE,1
328.18479772657156,354.6960590294324,199.0287225929728,MIN,SAFE,1
388.18479772657156,402.10346643683977,219.18872259297282,MIN,SAFE,1
508.18479772657156,348.77013310350645,163.1887225929728,MIN,SAFE,1
358.18479772657156,330.9923553257287,247.18872259297282,MIN,SAFE,1
418.18479772657156,384.325688659062,151.9887225929728,MIN,SAFE,1
420.99729772657156,366.5479108812842,263.9887225929728,MIN,SAFE,1
330.99729772657156,342.84420717758053,224.78872259297285,MIN,SAFE,1
450.99729772657156,325.06642939980276,168.78872259297282,MIN,SAFE,1
510.99729772657156,378.3997627331361,196.7887225929728,MIN,SAFE,1
435.99729772657156,413.9553182886916,241.58872259297283,MIN,SAFE,1
375.99729772657156,360.6219849553583,185.5887225929728,MIN,SAFE,1
345.99729772657156,387.6178697290208,213.58872259297283,MIN,SAFE,1
465.99729772657156,334.2845363956875,146.38872259297278,MIN,SAFE,1
405.99729772657156,316.5067586179097,230.38872259297284,MIN,SAFE,1
428.49729772657156,298.72898084013195,202.3887225929728,MIN,SAFE,1
488.49729772657156,352.0623141734653,216.94872259297284,MIN,SAFE,1
458.49729772657156,399.4697215808727,244.94872259297284,MIN,SAFE,1
398.49729772657156,346.13638824753934,188.9487225929728,MIN,SAFE,1
442.70896116271615,796.2328608255121,222.2450193268736,MIN,BORDER,2
